wave,product_ar,product_fr,expenditure_pc_national,spatial_gini
2005,قاعة استقبال,Salon,4.138,0.19125645519134604
2005,قرع أحمر,,1.638,0.21044929731534
2005,قرع بوطزينة,Courgette,0.625,0.2578722249640356
2005,قرنيط ،سوبية ،مطيق,,1.328,0.5595544025833181
2005,قريزيل,,1.066,0.27037305596067074
2005,قطار,Train,1.646,0.26226815560156413
2005,قمح صلب ّ,,2.012,0.5500653443235306
2005,قميص,Chemise ou chemisier,7.547,0.18679201310323001
2005,قنارية,Artichaut,0.88,0.47819741820730655
2005,قهوة بن,,6.067,0.23099039765319085
2005,قهوة خارج البيت,,18.564,0.22579670910298766
2005,كالفس,,0.442,0.335666812325048
2005,كبدة,FOIE ET VISCERES,0.459,0.29353860709432533
2005,كتب بمناسبة العودة المدرسية,Livres pour rentrée scolaire,5.049,0.0773520028866832
2005,كتب غير مدرسية,Livres non scolaires,1.199,0.49042355363920487
2005,كراسات و أدوات بمناسبة العودة المدرسية,,6.055,0.10319206573276885
2005,كرسي,Chaise chaise longue,0.968,0.196071875827324
2005,كركم,Korkom,0.364,0.29598145476861903
2005,كرمب,Choux,0.724,0.17253698694732478
2005,كسكروت,,11.761,0.21194862739344533
2005,كسكسي,,2.773,0.18129326289581316
2005,كسوة,Costume,4.719,0.15515192627257668
2005,كليمنتين,Clémentine (mandarine),1.531,0.2802526004452579
2005,كمّون,Cumin (camoun),0.229,0.34785542816646275
2005,لبن طري,PETIT LAIT FRAIS,1.189,0.23579711683414528
2005,لحم الجمل,,0.799,0.670653220736847
2005,لحم برشني,VIANDE DE CAPRIN,5.747,0.660651152176067
2005,لحم بقري,VIANDE BOVINE,20.427,0.2743021742430406
2005,لحم دجاج,,25.113,0.09282469239646485
2005,لحم ديك رومي,,3.093,0.2709027392162986
2005,لحم علوش,VIANDE OVINE,75.251,0.07386377007633183
2005,لحم مفروم و مرقاز و «سالمي«,,2.088,0.5439751462123863
2005,لحوم و دواجن,,135.099,0.07546796839831293
2005,لفت,Navet,1.159,0.09037745647441309
2005,لوز أخضر,,0.408,0.241694482170841
2005,مأكوالت خارج البيت,,20.815,0.19928946842290052
2005,ماء جافال,,3.964,0.18630188703295136
2005,ماء معدني,Eau minérale,2.84,0.34730068881763665
2005,مالبس خارجية أخرى,,20.749,0.13276998205108936
2005,مالبس خارجية أساسية,,63.384,0.11690017664603958
2005,مالبس خارجية أساسية و تقليدية,,4.127,0.2925290297951504
2005,مالبس خارجية للرضع,,0.894,0.36274685365311976
2005,مالبس داخلية,,13.213,0.20502230066937221
2005,مالبسداخليةسفلىومالبسداخليةلالستحمام,,2.076,0.2483071967415158
2005,مترو,,1.354,0.5608592070508189
2005,مجموع األسماك,,25.674,0.3287065763735817
2005,مجموع الحبوب,,101.376,0.04446101991003604
2005,مجموع الخضر,,86.088,0.08013501612066376
2005,مجموع السكر والمواد السكرية,,15.413,0.07463534645530168
2005,مجموع الغالل,,44.704,0.1040772455633332
2005,مجموع المواد الغذائية,,634.664,0.08925659790849139
2005,مجموع النفقات اإلدارية,,1.716,0.29414668726532045
2005,مجموع معاليم الهاتف القار والهاتف الجوال,,13.886,0.11596258903793655
2005,محروقات التنوير والطبخ و التدفئة,"COMBUSTIBLES DECLAIRAGE, PREPARATION ET CHAUFFFAGE",22.574,0.08353984415618854
2005,محروقات للسيارات,,38.299,0.3428199000052732
2005,محفظة بمناسبة العودة المدرسية,Cartable pour rentrée scolaire,1.688,0.13228708948254897
2005,مرطبات خارج البيت,,2.626,0.22078971236952571
2005,مريول خلعة,Tricots de corps,0.593,0.15042233771709246
2005,مريول صوف ،جيلية صوف,,8.109,0.16200955642386816
2005,مريول قطن,Tee shirt sweat shirts,6.286,0.3084951020876696
2005,مستلزمات شخصية,EFFETS PERSONNELS,8.307,0.2870745146111855
2005,مستلزمات لتغطية الرأس,COUVRE CHEFS,2.859,0.19109746516205184
2005,مشاهد,SPECTACLES,1.318,0.47764222096631015
2005,مشتقات القمح اللين,,41.054,0.12301046115706993
2005,مشروب غازي خارج البيت,,3.144,0.2974911499327534
2005,مشروبات باردة متناولة خارج البيت,,4.201,0.23790724307009747
2005,مشروبات ساخنة متناولة خارج البيت,,21.218,0.17326962647695276
2005,مشروبات غازية,Boisson gazeuse,12.684,0.10577833055767683
2005,مشروبات غير كحولية متناولة في البيت,BOISSONS NON ALCOOLISEES CONSOMMEES  A DOMICILE,18.857,0.14913698754165106
2005,مشروبات كحولية متناولة خارج البيت,,4.166,0.2936749345182137
2005,مشماش,Abricot,1.064,0.0533834426365849
2005,معاليم وسيلة نقل خاصة,CHARGE DE MOYEN DE TRANSORT PRIVE,23.391,0.2573575800680088
2005,معجون أسنان,,3.685,0.18770840217679718
2005,معجون الحالقة,,0.849,0.25568272588877894
2005,معجون الغالل,,0.864,0.21769274314127607
2005,معدنوس,Persil,2.537,0.13149492187041978
2005,معطف ،كاب,,4.772,0.16993674504434686
2005,معلوم اإليجار االفتراضي,,82.672,0.09317050593725618
2005,معلوم اإليجار الفعلي,,34.012,0.40260737121314816
2005,معلوم االشتراك في خط هاتف جوال,,0.889,0.0732398239139026
2005,معلوم الجوالن و األداء,,5.544,0.28490432990961545
2005,معلوم الدراسة (للمدارس الحرة(,,3.656,0.29242044110585375
2005,معلوم المراقبة الفنّية,,1.003,0.2869152381098472
2005,معلوم دروس خصوصية و ساعات التدارك,Frais pour  leçon particulières et études,16.091,0.2389621680975078
2005,معلوم روضة أطفال,,4.372,0.33402309557605525
2005,معلوم شراء جهاز هاتف جوّال,,6.764,0.10055365653984383
2005,مكتبة,Bibliothèque,1.504,0.21472572486745
2005,مكيف هواء,Climatiseur,3.536,0.3063646754012126
2005,ملح,Sel,0.491,0.15560503177173768
2005,ملوخية مرحية,Mloukhia en poudre,0.338,0.18670510019021547
2005,منديلة (ميدعة(,,1.433,0.12194740788384328
2005,منضدة ،مائدة,,3.794,0.19015129510495876
2005,مواد أخرى مشتقة من الحبوب,AUTRES PRODUITS A BASE DE  CEREALES,21.386,0.20096752788844974
2005,مواد التنظيف,PRODUITS ET ARTICLES  DE NETOYAGE ET D'ENTRETIEN,25.062,0.16019352413060473
2005,مواد تجميل,Produits de maquillage (rouge à lèvre fond de teint acétone manucure démaquillant…),2.564,0.47230175263452745
2005,مواد تنظيف (أومو ،نظيف ،دينول(,,13.982,0.172958115791372
2005,مواد صيدلية أخرى,AUTRES PRODUITS PHARMACEUTIQUES,8.178,0.1920522947833243
2005,موز,Banane,4.121,0.24518327801968431
2005,نعل (صباط(,,22.325,0.17217578917595122
2005,نفقات أخرى,AUTRES DEPENSES,9.057,0.191490887618618
2005,نفقات استثنائية لجراحة و تركيب األسنان,,0.837,0.1381520905267528
2005,نفقات استثنائية للتصوير,DEPENSES EXCEPTIONNELLES DE RADIO,1.474,0.18289512914624007
2005,نفقات التعليم المدرسي,ENSEIGNEMENT SCOLAIRE,39.011,0.1261345811189516
2005,نفقات التكوين المهني,FRAIS  DE FORMATION PROFESSIONNELLE,2.672,0.25439188581508043
2005,نفقات الخياطة و مستلزماتها,FRAIS DE COUTURE ET MERCERIE,3.461,0.4880069948303074
2005,نفقات الدراسة والتعليم,,50.185,0.16463866252444048
2005,نفقات السكن,"DEPENSES LOGEMENT, EAU, GAZ, ELECTRICITE ET AUTRES COMBUSTIBLES",414.308,0.15955382996898382
2005,نفقات الصيانة و تصليح السكن,DEPENSE D’ENTRETIEN ET DE REPARATION DU LOGEMENT,53.046,0.19409453249733288
2005,نفقات الطاقة للمسكن,DEPENSES D’ENERGIE POUR LE LOGMENT PRINCIPAL,66.379,0.18633098995729258
2005,نفقات الطاقة و المحروقات,DEPENSES D’ENERGIE ET DE COMBUSTIBLES,88.956,0.1348235731406796
2005,نفقات العدول ونفقات القضأيا والمحاكم,,0.553,0.39668348190198677
2005,نفقات العطل خارج النزل,,4.684,0.3478793886603897
2005,نفقات العطل في النزل,Frais d’hôtel (hébergement restauration loisirs…),1.617,0.4915101213555586
2005,نفقات العطل والخالعة والمنحة السياحية,,14.597,0.25402779288479427
2005,نفقات المناسبات العائلية,FRAIS POUR CEREMONIES FAMILIALES,6.34,0.17819637164382984
2005,نفقات المواصالت,,67.339,0.16701918214958011
2005,نفقات النقل الخاص,,128.562,0.2553288919466443
2005,نفقات النقل العمومي,DEPENSES DE TRANSPORT EN COMMUN,66.054,0.09676008260023461
2005,نفقات الهاتف العمومي,,1.372,0.2728559198773355
2005,نفقات الوالدة,,1.793,0.32423957639489664
2005,نفقات بناء مسكن,Dépense pour construction de logement,33.391,0.47165187185450863
2005,نفقات تعليم أخرى,AUTRES ENSEIGNEMENTS,2.679,0.25383703517254375
2005,نفقات ثقافية,,8.377,0.20818803597954028
2005,نفقات شراء أرض لبناء مسكن,,8.168,0.3757080577052033
2005,نفقات شراء الماء (صهريج ،قرباجي(...,,1.907,0.5113076041283521
2005,نفقات شراء مسكن,Achat de logement,11.343,0.6764897426654599
2005,نفقات عالج أمراض مزمنة,,16.677,0.14760179516469485
2005,نفقات عالج و جراحة األسنان,,1.506,0.3123529374539412
2005,نفقات لفحوصات األطباء,,21.188,0.15025747889657037
2005,نفقات معاليم ما قبل الدراسة,ENSEIGNEMENT PRESCOLAIRE,5.819,0.35496801019656954
2005,نفقات نجارة و بلور و مواد حديدية,,3.146,0.21996580924498
2005,نفقات نقل غير دورية,,51.239,0.06558725136446597
2005,نقل ريفي,Transport rural,10.81,0.35706195330662394
2005,هريسة,,2.183,0.15720722423103473
2005,هندي,Figue de barbarie,1.155,0.3566928817070807
2005,هوائي,,0.629,0.19500568567203047
2010,"""لحم مفروم و مرقاز و ""سالمي",,2.741,0.4680845318580795
2010,(...األحذية و أغطية القدم (جلدية ،بالستيك,,57.701,0.1114278742509971
2010,(...شكالطة (طوابع ،غبرة ،شوكولين,,1.766,0.2332382596919319
2010,(آلة تسخين (بالكهرباء ،بالغاز ،أو البترول,,0.579,0.4223789580377102
2010,(بن مستحضرة سريعة الذوبان (نسكافي,,3.271,0.37742753495413406
2010,(شاي جاف أسود (حشيشة,,6.359,0.19407395320705534
2010,(شورط (تبان,,1.166,0.13451194501547614
2010,(عصير غالل (قارورة  ،باكوات,,5.473,0.3330334469331966
2010,(منديلة (ميدعة,,1.726,0.10597023704203024
2010,آلة غسل المالبس,,1.385,0.1838845453213882
2010,أثاث األسرة,,40.389,0.162466402801128
2010,أثاث األسرة و المفروشات,,40.389,0.162466402801128
2010,أثاث كامل آخر(بيت جلوس ،جرايات و,,3.402,0.23415063277300496
2010,أدوات التزويق,,3.415,0.24793032937471815
2010,أدوات الصيانة الشخصية,,2.98,0.19225695356845152
2010,أدوات المطبخ,"VERRERIE, VAISSELLE  ET USTENSILES DE CUISINE",9.568,0.1851783468520889
2010,أدوات طبية,,2.222,0.3908935160795092
2010,أدوية و مواد صيدلية أخرى,,60.853,0.14593372220069822
2010,أرز,,4.975,0.1219486979393809
2010,أكلة في مطعم,,5.732,0.39444130543664746
2010,ألعاب ومشاهد,,5.245,0.306327705633201
2010,أوراق البسباس األخضر,,0.226,0.6230758415624823
2010,إجاص,,3.691,0.12486957571591328
2010,األجبان,,8.12,0.32649149501819497
2010,األحذية وأغطية القدم (جلدية ،قماش)...,,57.701,0.1114278742509971
2010,األقمشة و الصوف,,2.185,0.3433560249193315
2010,األقمشة والصوف,,2.185,0.3433560249193315
2010,االتصاالت,,140.862,0.17568975222302807
2010,االستخالص لقرض سكني,,25.326,0.27140743020780045
2010,االشتراكات المدرسية,,4.639,0.13425560475508325
2010,االشتراكات غير المدرسية,,16.257,0.28879754186595075
2010,االيجار واالستخالص والمعلوم البلدي,,397.562,0.25138015138825454
2010,ادوات أخرى,,5.825,0.1597639960164916
2010,ارجنتيار,,0.546,0.15764688440539643
2010,البقول الخضراء,,6.298,0.16892022527831185
2010,البقول الشائحة,,10.198,0.05500150501387013
2010,البقول المصبرة,,0.332,0.3782473213564014
2010,البقول المنفخة,,1.699,0.3824550601883152
2010,البناء,MACONNERIE,20.414,0.19355491895052623
2010,التجهيز الصحي,PLOMBERIE SANITAIRE,2.922,0.19583533462944813
2010,التجهيز و التركيب الكهربائي,INSTALLATION BRANCHEMENT ET ACCESSSOIRE ELECTRIQUES,2.149,0.1263442130899306
2010,الترفيه,,16.96,0.23092867163373
2010,الترفيه والثقافة,,35.531,0.24017347275588152
2010,التعليم,ENSEIGNEMENT,53.964,0.17125808043320623
2010,التغذية,,763.489,0.0922005514356401
2010,التوابل الجافة,,4.662,0.11957996840327267
2010,الحليب االصطناعي,,41.021,0.19447292472567446
2010,الحليب المجفف,,1.347,0.27231280254582635
2010,الحليب المركز,,0.209,0.37627411370849406
2010,الحليب و مشتقاته و البيض,"LAIT, PRODUITS LAITIERS ET OEUFS",105.809,0.13585808030051028
2010,الخضر الطازجة,,75.394,0.08178017015799355
2010,الخضر المصبرة,,33.069,0.04423195343963171
2010,الدهن و التبييض و صيانة األسطح,,9.978,0.2572768903684064
2010,الرعاية الشخصية,SOINS PERSONNELS,83.255,0.19393215731066715
2010,الرعاية الصحية و الشخصية,HYGIENE ET SOINS,227.522,0.14190216169203818
2010,الرعاية الصحية والشخصية,,227.522,0.14190216169203818
2010,الزيوت,HUILES,48.922,0.11924759862871537
2010,السكر,SUCRE,13.586,0.09608598801024526
2010,السمك الطازج,POISSONS FRAIS,27.122,0.34579424032081074
2010,الطماطم,,10.417,0.08304351853439607
2010,الغالل الجافة,,4.908,0.14918532027624132
2010,الفواكه بالحبوب,,31.594,0.07648768254776028
2010,الفواكه بالنواة,,6.0,0.10218801152750068
2010,القمح الصلب و مشتقاته,,29.3,0.0935136298699728
2010,القوارص,AGRUMES,10.838,0.10294115576740648
2010,المالبس,,224.481,0.12151833170830195
2010,المالبس واألحذية والمستلزمات الشخصية,,224.481,0.12151833170830195
2010,المالحف و األغطية و الستائر,,12.023,0.12378218285656573
2010,المالحف واألغطية والستائر,,57.324,0.24964687449967715
2010,المحروقات,,25.903,0.1069004974680614
2010,المشروبات و مأكوالت جاهزة,,61.85,0.16299311978987485
2010,المشروبات واالستهالك الغذائي خارج المنزل,,61.85,0.16299311978987485
2010,المطاعم,,30.423,0.28688976455581483
2010,المعلوم البلدي السنوي,Taxes locatives annuelles,5.71,0.28938139727364276
2010,المنحة السياحية,,4.919,0.4761533903031471
2010,المنحة السياحية ونفقات سياحية أخرى,,6.324,0.4310357256362054
2010,المواد السكرية,,4.282,0.22061062886706972
2010,النزل,,2.349,0.4548170919612603
2010,النزل و المطاعم و المقاهي,,84.618,0.2641747620078678
2010,النفقات الكبرى لالقتناء وبناء مسكن,,12.023,0.12378218285656573
2010,النقل,,233.473,0.21535283175833042
2010,النقل الخاص,,141.917,0.2995209208996903
2010,النقل العمومي,,91.526,0.10546748429363773
2010,الياغورت,,22.687,0.1645825441186537
2010,ايجار,,2.259,0.47737689391580573
2010,باذنجان,,0.158,0.44785785422747615
2010,بالكار,,0.68,0.5119990316876859
2010,بترول أزرق,,0.127,0.4729095079014666
2010,برتقال,Orange,6.873,0.10318199658251948
2010,بروكلو,Choux fleur,0.474,0.24190325290432868
2010,بسباس,Fenouil,1.133,0.2446959258192778
2010,بسكويت,,9.784,0.14484548677248088
2010,بسيسة,Bsissa,0.618,0.3701189407309182
2010,بصل أخضر,,4.21,0.06685783060165806
2010,بصل شائح,Oignon sec,3.697,0.09268684254176263
2010,بطاطا,Pomme de terre,15.804,0.06646187850339191
2010,بطاقات تمويل الهاتف الجوال,,37.49,0.21799105998729718
2010,بطاقات تمويل الهاتف القار,,0.781,0.42210726975847757
2010,بطيخ,Melon,4.107,0.11603030448148388
2010,بقول و توابل,"LEGUMINEUSES, SEL ET CONDIMENTS",24.281,0.08350735416794852
2010,بنزين للسيارات,Essence pour véhicule,38.02,0.34499221872271
